date_day,revenue,Facebook Cost,Google Ads Cost,Bing Ads Cost,Pinterest Cost,Snapchat Cost,TikTok Cost,Influencer Cost,TikTok Influencers,Tatari,MNTN,Direct Mail,SMS Cost,Collab Spend,CJ Commissions,Fig Spend,Facebook - Loyalty,Linkby Spend,Google Ads - Retention Spend,Ad Credits,Sale,Mystery Box,SMS Sends,Email Campaign Delivery,Email Campaign Opens,Email Campaign Clicks,Email Flow Delivery,Email Flow Opens,Email Flow Clicks,Organic Impressions,Solid Color Launch,Print Launch,Product Launch
2021-09-12,118216.04,43396.78,8215.48,512.7,2475,4041.06,0,0,0,0,0,0,788.4,0,47.695,0,254.48,0,373.04,0,0,0,5872,0,0,0,21466,4750,21386,4500,0,24,14
2021-09-13,90777.06,42927.69,7395.99,649.65,2475,4142.28,0,2500,0,0,0,0,788.4,0,64.734,0,253.97,0,307.42,0,0,0,5225,164,191,470,24127,7753,29897,4500,0,25,15
2021-09-14,93015.64,43641.68,7698.99,562.75,2475,3689.88,0,12000,0,0,0,0,788.4,0,89.973,0,252.58,0,223.98,0,0,0,5474,0,0,0,21974,5889,25168,4500,0,26,16
2021-09-15,98495.9,40874.56,7491.64,620.34,2475,4031.02,0,2000,0,0,0,0,788.4,0,52.541,0,251.28,0,172.46,0,0,0,4813,822696,11764,228498,22892,11947,36564,4500,0,27,17
2021-09-16,104146.55,41081.63,7073.62,634.63,2475,3955.19,0,2500,0,0,0,0,788.4,0,31.511,0,247.66,0,157.73,0,0.25,0,361145,0,0,0,22071,8234,28574,4500,0,28,18
2021-09-17,70726.51,40861.85,6462.82,552.23,2475,3519.74,0,2500,0,0,0,0,788.4,0,3.121,0,247.56,0,137.7,0,0.25,0,4721,815505,10654,252425,19166,5998,22247,4500,0,26,19
2021-09-18,85288.31,39795.64,7187.38,494.38,2475,4344.57,0,0,0,0,0,0,788.4,0,36.809,0,242.47,0,106.55,0,0.25,0,7506,0,0,0,18484,4735,20495,4500,0,27,20
2021-09-19,74987.87,36989.18,7215.55,452.12,2475,3737.28,0,0,0,0,0,0,788.4,0,58.821,0,251.12,0,101.56,0,0.25,0,5618,0,0,0,17484,2846,15290,4500,0,28,21
2021-09-20,70230.14,29506.95,6461.27,585.4,2469.02,3104.31,0,0,0,0,0,0,788.4,0,33.466,0,253.01,0,111.29,0,0.25,0,5176,825939,7032,189307,26686,11621,36508,4500,0,0,22
2021-09-21,45700.75,26788.97,6046.64,606.84,2460.39,3077.28,0,0,0,0,0,0,788.4,0,21.145,0,250.92,0,90.7,0,0,0,4741,142,0,461,17857,3695,17169,4500,0,0,23
2021-09-22,72118.31,27642.54,4710.18,515.03,2449.59,3152.05,0,17883,0,0,0,0,788.4,0,67.826,0,255.23,0,61.61,0,0,0,37446,544152,8565,222373,17589,8062,23913,4500,0,0,24
2021-09-23,75374.93,27436.96,5179.36,558.13,2454.27,2592.16,0,0,0,0,0,0,788.4,0,13.251,0,248.29,0,46.41,0,0,0,38916,167,59,352,18725,7962,25069,4500,0,0,25
2021-09-24,89132.27,28195.56,4914.22,494.29,2454.63,2691.4,0,2500,0,0,0,0,788.4,0,76.106,0,249.63,0,38.32,0,0.75,0,3840,817643,13985,235590,17989,5030,19930,4500,0,0,26
2021-09-25,83352.71,27523.48,5313.25,298.14,2465.86,3181.16,0,0,0,0,0,0,788.4,0,31.141,0,241.8,0,31.09,0,0.75,0,634462,0,0,0,17664,2666,15912,4500,0,0,27
2021-09-26,140625.83,26216.56,6054.11,439.63,2475,3170.92,0,583,0,0,0,0,788.4,0,111.949,0,253.35,0,29.4,0,0.75,0,12671,810480,9602,212333,21219,4830,20395,4500,0,0,28
2021-09-27,80939.43,23532.06,5160.14,423.96,2475,3079.94,0,1250,0,0,0,0,788.4,0,36.401,0,253.17,0,52.68,0,0,0,12565,1966,84,2167,23253,7040,26676,4500,0,0,0
2021-09-28,59820.59,24774.26,5034.76,499.34,2475,2894.91,0,0,0,0,0,0,788.4,0,12.373,0,253.77,0,62.26,0,0,0,3649,0,0,0,16773,5865,20137,4500,0,0,0
2021-09-29,58773.64,27359.2,5328.94,492.72,2475,2899.06,0,0,0,0,0,0,788.4,0,8.307,0,249.29,0,65.24,0,0,0,3200,805258,10270,310772,16582,7620,24838,4500,0,0,0
2021-09-30,62739.81,28715.68,4551.14,435.72,2471.98,2914.45,0,1500,0,0,0,0,788.4,0,16.052,0,252.15,0,69.09,0,0,0,3744,0,0,0,19140,7159,21933,4500,0,0,0
2021-10-01,80162.51,28046.97,4846.58,584.4,2475,2836.89,0,0,0,0,0,0,673.3870968,0,50.061,0,245.16,0,103.27,0,0,0,174631,188625,1728,44802,15561,4141,16330,4354.84,0,0,0
2021-10-02,62733.11,28745,4910.01,443.08,2469.25,2639.54,0,0,0,0,0,0,673.3870968,0,18.557,0,243.11,0,65.93,0,0,0,3607,0,0,0,12790,2908,13323,4354.84,0,0,0
2021-10-03,87019.2,29108.07,5541.54,423.51,2473.1,2856.47,0,0,0,0,0,0,673.3870968,0,40.476,0,253.72,0,86.89,0,0,0,3455,0,0,0,16195,3964,15657,4354.84,0,0,0
2021-10-04,85479.45,27107.17,5023.46,511.99,2470.53,2596.17,0,100,0,0,0,0,673.3870968,0,22.652,0,256.91,0,73.14,0,0,0,8084,771653,11901,282217,13196,2775,12091,4354.84,0,0,0
2021-10-05,73150.07,28709.41,4869.54,423.18,2473.21,2537.79,0,0,0,0,0,0,673.3870968,0,27.871,0,253,0,66.25,0,0,0,3655,0,0,0,16206,5287,19463,4354.84,0,0,0
2021-10-06,73551.11,26143.02,4616.7,435.38,2472.55,2399.78,0,3250,0,0,0,0,673.3870968,0,32.473,0,248.69,0,54.54,0,0,0,3030,707891,7605,258482,16733,7092,22406,4354.84,0,0,0
2021-10-07,60701.07,27091.04,4384.35,370.59,2469.49,2604.72,0,1000,0,0,0,0,673.3870968,0,19.575,0,249.04,0,48.77,0,0,0,3519,1985,249,1588,15931,3846,15922,4354.84,0,0,0
2021-10-08,194652.63,29930.62,4760.16,371.57,2461.92,3010.18,0,4000,0,0,0,0,673.3870968,0,100.136,0,248.4,0,44.85,0,0,0,12876,849432,12676,270408,16558,5513,20019,4354.84,0,1,0
2021-10-09,86379.56,29573.84,5165.76,372.51,2466.25,3259.29,0,1500,0,0,0,0,673.3870968,0,65.726,0,240.24,0,50.07,0,0,0,9938,0,0,0,14963,2357,14186,4354.84,0,2,0
2021-10-10,64205.8,28484.82,5624.37,379.56,2471.66,3125.97,0,11000,0,0,0,0,673.3870968,0,16.405,0,252.84,0,46.03,0,0,0,6143,0,0,0,13191,4411,14652,4354.84,0,3,0
2021-10-11,76880.4,28816.94,5283.56,447.48,2474.53,3132.82,0,0,0,0,0,0,673.3870968,0,44.36,0,253.57,0,60.81,0,0,0,4665,169,89,440,14972,8126,24084,4354.84,0,4,0
2021-10-12,163518.64,30061.18,5983.58,498.5,2475,3075.2,0,8083,0,0,0,0,673.3870968,0,67.181,0,252.67,0,54.84,0,0,0,343767,699657,23910,227927,15550,4032,17582,4354.84,0,5,0
2021-10-13,78477.61,29896.96,5248.66,544.66,2475,3712.56,0,500,0,0,0,0,673.3870968,0,26.654,0,250.91,0,46.21,0,0,0,6389,308,149,703,19226,5370,21919,4354.84,0,6,0
2021-10-14,90321.32,30529.49,5413.74,496.93,2467.08,3657.12,0,0,0,0,0,0,673.3870968,0,16.362,0,249.72,0,41.24,0,0,0,5172,169,46,278,18493,5626,21144,4354.84,0,7,0
2021-10-15,186725.56,40241.52,6332.86,455.23,2149.68,3234.79,0,1000,0,0,0,0,673.3870968,0,64.944,0,249,0,34.91,0,0,0,705010,978404,16005,272159,16797,3785,18256,4354.84,0,8,0
2021-10-16,148049.99,43910.18,6594.33,432.95,2150,3286.79,0,0,0,0,0,0,673.3870968,0,58.861,0,241.29,0,39.78,0,0,0,9178,0,0,0,23142,3919,22109,4354.84,0,9,0
2021-10-17,126966.54,45065,7141.8,508.7,2109.82,3380.78,0,0,0,0,0,0,673.3870968,0,54.097,0,253.85,0,41.57,0,0,0,11123,0,0,0,16841,3703,18364,4354.84,0,10,0
2021-10-18,151022.65,45834.19,6787.68,646.68,2123.52,3581.62,0,5000,0,0,0,0,673.3870968,0,36.789,0,252.37,0,42.45,0,0,0,9223,775710,32003,320365,19110,5542,23091,4354.84,0,11,0
2021-10-19,141757.81,50511.9,7092.29,707.43,2398.41,3344.43,0,9000,0,0,0,0,673.3870968,0,36.332,0,244.18,0,42.14,0,0,0,9079,1809,41,798,26946,6234,28748,4354.84,0,12,0
2021-10-20,147508.84,53722.99,6939.78,716.85,2549.64,3387.98,0,3500,0,0,0,0,673.3870968,0,87.479,0,249.65,0,37.25,0,0,0,703363,463014,1619,164721,25728,5486,26637,4354.84,0,13,0
2021-10-21,117328.2,53304.6,7853.02,600.52,2548.76,3649.89,0,12500,0,0,0,0,673.3870968,0,307.865,0,246.3,0,53.57,0,0,0,9219,0,0,0,21632,5478,24248,4354.84,0,14,0
2021-10-22,167132.58,47549.91,7269.59,618.92,2550,3105.48,0,2000,0,0,0,0,673.3870968,0,199.102,0,248.13,0,41.3,0,0,0,11829,787744,5224,283077,22985,4359,23269,4354.84,0,15,0
2021-10-23,186261.85,45271.3,7237.32,396.41,2549.99,3406.27,0,37500,0,0,0,0,673.3870968,0,199.388,0,255.52,0,49.44,0,0,0,12517,0,0,0,25707,3655,23068,4354.84,0,16,0
2021-10-24,184688.87,41167.56,8164.2,498.95,2550,3337.24,0,0,0,0,0,0,673.3870968,0,131.672,0,251.73,0,51.84,0,0,0,17239,785196,4111,243790,23377,4634,24315,4354.84,0,17,0
2021-10-25,128659.43,31453.86,8378.56,628.62,2550,3764.67,0,9583,0,0,0,0,673.3870968,0,72.902,0,238.92,0,64.34,0,0,0,13728,777934,10072,369103,26722,3505,21660,4354.84,0,18,0
2021-10-26,122635.71,35358.12,8291.42,581.98,2549.37,4093.18,0,2500,0,0,0,0,673.3870968,0,103.483,0,251.65,0,50.66,0,0,0,10891,140,44,429,19890,2064,14642,4354.84,0,19,0
2021-10-27,163532.66,35664.25,9249.02,711.57,2545.38,4543.88,0,0,0,0,0,0,673.3870968,0,90.7,0,252.76,0,57.92,0,0,0,56634,840560,14375,349027,18373,1682,14027,4354.84,0,20,0
2021-10-28,163434.46,36348.43,8721.71,633.67,2590.04,4119.15,0,8450,0,0,0,0,673.3870968,0,79.444,0,245.57,0,80.35,0,0,0,8734,1804,33,756,19202,1864,15139,4354.84,0,21,0
2021-10-29,161704.66,36470.81,8148.56,626.99,3622.21,4244.63,0,1500,0,0,0,0,673.3870968,0,57.914,0,248.43,0,84.68,0,0,0,57319,109094,1210,14383,18970,2133,15733,4354.84,0,22,0
2021-10-30,105600.17,38973.48,7662.13,526.48,3549.89,4676.96,0,583,0,0,0,0,673.3870968,0,65.883,0,260.94,0,114.33,0,0,0,9554,0,0,0,17698,2299,13659,4354.84,0,23,0
2021-10-31,101228.98,37788.3,8401.02,425.18,3545.84,4813.16,0,200,0,0,0,0,673.3870968,0,72.684,0,253.76,0,165.08,0,0,0,6682,795012,5376,321051,16124,1640,11460,4354.84,0,24,0
2021-11-01,157015.13,39991.13,10872.35,654.94,3541.05,4321.07,0,5000,0,0,1491.61,0,1074.066667,0,66.919,0,253.16,0,159.02,0,0,0,7802,170,78,339,27178,3999,23255,8200,0,25,0
2021-11-02,141961.98,45930.67,10190.47,761.27,3548.74,4716.87,0,6000,0,0,1491.61,0,1074.066667,0,113.205,0,252.97,0,140.73,0,0,0,9028,1107736,20750,325036,31044,3182,26598,8200,0,26,0
2021-11-03,123777.62,45754.1,9696.29,780.66,3548.78,4144.54,0,7500,0,0,1491.61,0,1074.066667,0,84.133,0,251.63,0,117.68,0,0,0,9777,803301,9443,364603,21246,2504,16078,8200,0,27,0
2021-11-04,140718.81,50719.48,9525.44,850.1,3547.47,4794.74,0,16500,0,0,1491.61,0,1074.066667,0,111.935,0,249.63,0,131.25,0,0,0,167034,0,0,0,21311,2223,16031,8200,0,28,0
2021-11-05,148394.28,58258.72,9339.35,890.96,3548.69,4087.72,0,0,0,0,1491.62,0,1074.066667,0,158.615,0,248.82,0,67.15,0,0,0,10231,170,53,232,22057,2374,17168,8200,0,0,1
2021-11-06,121579.62,58964.03,9431.28,707.6,3538.53,4185.06,0,0,0,0,1491.62,0,1074.066667,0,139.273,0,240.03,0,58.71,0,0,0,8293,731054,7271,119098,19052,2100,15066,8200,0,0,2
2021-11-07,125050.73,49398.49,11393.28,751.99,3549.37,4402.55,600,0,0,0,1491.62,0,1074.066667,0,147.281,0,259.91,0,52.89,0,0,0,8837,0,0,0,19487,1978,15098,8200,0,0,3
2021-11-08,805690.12,146945.3,24590.69,1287.19,7494.28,12038.3,600,15000,0,0,1491.62,0,1074.066667,0,1022.521,0,252.28,0,96.25,0,2,0,728780,1027877,35986,341124,38853,3078,29952,8200,0,0,4
2021-11-09,168979.1,48912.89,14280.97,986.1,10798.19,5519.3,600,37000,0,0,1491.62,0,1074.066667,0,224.756,0,247.06,0,119.98,0,0,0,32533,1032131,15852,303182,46026,5195,37265,8200,0,0,5
2021-11-10,145205.15,49354.99,13244.53,1023.26,3550,5529.96,600,21000,0,0,1491.62,0,1074.066667,0,137.352,0,244.51,0,91.71,0,0,0,13449,824282,9111,323696,29268,3706,24679,8200,0,0,6
2021-11-11,177923.2,49355.14,12556.81,1198.76,3550,6139.85,600,25250,0,0,1491.62,0,1074.066667,0,241.43,0,239.57,0,141.39,0,0,0,203870,846483,3681,289398,33271,3683,26142,8200,0,0,7
2021-11-12,141994.36,46790.14,12838.23,1134.33,3456.45,5941.47,600,44500,0,0,1491.62,0,1074.066667,0,131.541,0,246.95,0,93.28,0,0,0,9396,1116,33,991,20641,2400,16776,8200,0,0,8
2021-11-13,163405.84,76329.29,11879.85,841.19,4927.85,8230.71,600,14000,0,0,1491.62,0,1074.066667,0,184.462,0,259.72,0,88.23,0,0,0,11552,0,0,0,34063,3004,24239,8200,0,0,9
2021-11-14,146321.63,89773.93,14489.27,933.93,4955.72,8931.22,600,16500,0,0,1491.62,0,1074.066667,0,209.97,0,249.78,0,114.09,0,0,0,10495,0,0,0,21667,2176,15700,8200,0,0,10
2021-11-15,284369.8,91029.69,15500.43,1208.84,5000.9,8980.59,600,16500,0,0,1491.62,0,1074.066667,0,233.493,0,242.77,0,142.2,0,0,0,198686,835076,6673,388736,25405,3052,20997,8200,0,0,11
2021-11-16,206002.77,94953.37,15963.97,1286.94,5043.71,9119.93,900,6400,0,0,1491.62,0,1074.066667,0,144.75,0,255.56,0,176.79,0,0,0,13366,0,0,0,23343,2337,18914,8200,0,0,12
2021-11-17,151689.24,86175.84,14701.03,1044.18,5262.84,9116.67,900,0,0,0,1491.62,0,1074.066667,0,115.884,0,253.85,0,165.09,0,0,0,14806,880301,11450,441546,20675,2371,18208,8200,0,0,13
2021-11-18,169677.89,89688.54,16101.74,1072.58,5594.42,9236.26,900,11500,0,0,1491.62,0,1074.066667,0,142.562,0,251.64,0,136.61,0,0,0,13502,141,146,293,50966,3622,34682,8200,0,0,14
2021-11-19,232715.76,93064.25,15015.64,1099.03,5585.69,9305.52,900,4000,0,0,1491.62,0,1074.066667,0,167.604,0,246.95,0,79.57,0,0,0,15051,175,58,281,19895,2714,17681,8200,0,0,15
2021-11-20,173819.95,84726.67,17415.96,867.21,5094.7,8036.24,900,1500,0,0,1491.62,0,1074.066667,0,228.879,0,249.45,0,63.17,0,0,0,13095,834583,9339,410003,24991,3855,21715,8200,0,0,16
2021-11-21,182207.95,64604.67,17519.53,1082.88,5124.37,7480.73,900,6500,0,0,1491.62,0,1074.066667,0,246.744,0,252.17,0,46.01,0,0,0,13230,0,0,0,26112,4142,23984,8200,0,0,17
2021-11-22,362736.5,54451.16,16977.72,1428.67,5124.56,8500,900,59000,0,0,1491.62,0,1074.066667,0,202.746,0,252.56,0,64,0,0,0,260938,1163831,9429,417009,26695,3295,24268,8200,1,0,18
2021-11-23,230268.22,58168.3,15899.19,1372.56,5145.06,8500,900,36200,0,0,1491.62,0,1074.066667,0,269.783,0,250.78,0,54.63,0,0,0,11436,0,0,0,29341,2791,24026,8200,2,0,19
2021-11-24,252427.47,73570.08,17367.99,1207.64,5140.31,8500,1281.69,10500,0,0,1491.62,0,1074.066667,0,290.236,0,242.74,0,69.49,0,0,0,35483,2505,258,2293,26403,3639,23549,8200,3,0,20
2021-11-25,311010.24,94269.4,24108.11,1063.98,5110.66,9460.41,2603.94,0,0,0,1491.62,0,1074.066667,0,293.712,0,252.83,0,49.1,0,1.5,0,18184,916843,15194,419586,29024,3388,25020,8200,4,0,21
2021-11-26,1391773.5,265473.9,62674.35,2024.82,21321.47,39550,5120.1,0,0,0,1491.62,0,1074.066667,0,1994.717,0,247.55,0,184.42,0,2,0,492688,2076308,43249,772001,54535,5766,46758,8200,5,0,22
2021-11-27,552825.64,165161.45,43960.57,1390.14,22257.28,24560.63,5494.4,0,0,0,1491.62,0,1074.066667,0,1048.374,0,251.37,0,356.3,0,2,0,295565,1036876,25541,370555,67714,7799,60962,8200,6,0,23
2021-11-28,444123.03,138344.27,37286.47,1817.37,13200.95,24549.97,5605.83,6000,0,0,1491.62,0,1074.066667,0,780.99,0,252.45,0,489.72,0,2,0,33855,2049670,30761,697052,56065,5751,46446,8200,7,0,24
2021-11-29,883284.61,219713.36,60111.86,3523.28,17146.23,24549.76,7000,8800,0,0,1491.62,0,1074.066667,0,1267.113,0,243.54,0,812.29,0,2,0,766618,1081077,16580,406706,62196,5214,45418,8200,8,0,25
2021-11-30,260216.74,102355.47,33298.84,2247.02,17157.73,14549.87,1500,8000,0,0,1491.62,0,1074.066667,0,635.718,0,254.19,0,877.91,0,0,0,35527,1948099,13213,711056,55012,5959,45752,8200,9,0,26
2021-12-01,204386,82719.09,20474.83,2159.5,5145.83,9550.28,1500,20000,0,0,1444.77,0,888.8709677,0,348.162,0,248.24,0,591.02,0,0,0,68524,178,47,227,52821,5237,38711,9709.68,10,0,27
2021-12-02,253793.95,83103.24,19822.56,2355.53,5132.94,9519.51,1500,11500,0,0,1444.77,0,888.8709677,0,329.469,0,247.84,0,773.97,0,0,0,22036,0,0,0,45590,5560,32272,9709.68,11,0,28
2021-12-03,210435.84,85412.48,19219.2,2152.34,5074.86,9495.47,1500,6000,0,0,1444.77,0,888.8709677,0,360.507,0,255.77,0,677.76,0,0,0,13718,926460,3554,416706,28828,2898,21797,9709.68,12,0,0
2021-12-04,226408.54,88927.12,20710.5,1807.55,5018.33,9931.27,1500,0,0,0,1444.77,0,888.8709677,0,252.804,0,247.97,0,217.11,0,0,0,17885,0,0,0,34696,3995,25717,9709.68,13,0,0
2021-12-05,230354.81,85375.22,23084.78,1747.11,5087.38,10000,1500,6500,0,0,1444.77,0,888.8709677,0,333.352,0,251.82,0,202.34,0,0,0,16150,0,0,0,25864,3073,20278,9709.68,14,0,0
2021-12-06,266352.73,85703.59,23295.76,2170.49,5103.28,9919.23,1500,26000,0,0,1444.77,0,888.8709677,0,457.098,0,252.51,0,182.53,0,0,0,17611,952589,13728,454889,27027,3142,22088,9709.68,15,0,0
2021-12-07,306446.7,85927.83,26177.51,2341.8,5128.29,9970.22,1491.57,12000,0,0,1444.77,0,888.8709677,0,354.067,0,252.4,0,125.41,0,0,0,698192,942733,6567,369566,31708,3265,24865,9709.68,16,0,0
2021-12-08,270705.45,87467.04,27348.54,2294.25,5141.21,10000,1500,2500,0,0,1444.77,0,888.8709677,0,395.79,0,251.74,0,258.98,0,0.5,0,44105,247,118,459,28893,2869,23070,9709.68,17,0,0
2021-12-09,308955.24,92327.07,36016.73,2539.6,5123.71,10000,1500,8750,0,0,1444.77,0,888.8709677,0,523.9,0,251.45,0,137.15,0,1,0,225376,0,0,0,31180,3021,22747,9709.68,18,0,0
2021-12-10,301242.25,96178.07,33925.36,2365.92,5135.45,10000,1500,49500,0,0,1444.77,0,888.8709677,0,468.948,0,249.85,0,222.89,0,1,0,21484,178,69,402,30231,3221,24083,9709.68,19,0,0
2021-12-11,348328.68,101749.86,37115.62,1911.85,5134.98,10000,1500,4500,0,0,1444.77,0,888.8709677,0,394.704,0,240.23,0,189.3,0,1,0,426712,940243,16903,413118,38973,3618,28902,9709.68,20,0,0
2021-12-12,304099.7,97447.24,34963.09,1812.19,5160.06,10000,1500,0,0,0,1444.77,0,888.8709677,0,372.491,0,253.11,0,207.05,0,1,0,19014,0,0,0,34584,2880,25914,9709.68,21,0,0
2021-12-13,290647.09,97707.29,33654.55,2526.77,5161.75,10000,1500,25500,0,0,1444.77,0,888.8709677,0,439.85,0,249.88,0,679.11,0,1,0,20359,180,67,321,33952,3132,26164,9709.68,22,0,0
2021-12-14,316910.39,89424.38,32474.8,2397.76,4850.76,8649.37,1500,12250,0,0,1444.77,0,888.8709677,0,508.248,0,243.51,0,121.3,0,0,0,209330,945766,12580,399042,35421,3095,26087,9709.68,23,0,0
2021-12-15,184237.57,79301.27,28934.28,2151.64,4830.58,5000.76,1500,20250,0,0,1444.77,0,888.8709677,0,284.774,0,249,0,114.61,0,0,0,18346,178,47,237,29754,2022,19633,9709.68,24,0,0
2021-12-16,165335.03,75113.74,27265,1882.91,4776.54,5000,1500,0,0,0,1444.77,0,888.8709677,0,221.725,0,250.96,0,79.46,0,0,0,25075,963832,9325,474750,26972,2468,18478,9709.68,25,0,0
2021-12-17,144005.76,77103.48,24089.59,1966.07,4763.24,5000,1500,0,0,0,1444.77,0,888.8709677,0,184.514,0,248.94,0,112.44,0,0,0,175117,1095272,7754,449979,26883,2753,18886,9709.68,26,0,0
2021-12-18,130025.71,81545.94,22632.49,1440.41,4359.04,5000,1500,0,0,0,1444.77,0,888.8709677,0,232.463,0,254.6,0,212.35,0,0,0,10981,0,0,0,22636,2171,15644,9709.68,27,0,0
2021-12-19,122325.31,74842.88,19510.94,1386.39,4352.93,5000,1500,0,0,0,1444.77,0,888.8709677,0,185.303,0,252.35,0,89.53,0,0,0,11275,0,0,0,26309,2790,19237,9709.68,28,0,0
2021-12-20,88489.45,51586.95,16739.29,1639.87,4335.51,5000,1500,1500,0,0,1444.77,0,888.8709677,0,113.054,0,244.4,0,92.3,0,0,0,11693,1970,90,1725,22827,2093,15575,9709.68,0,0,0
2021-12-21,74859.52,37813.13,12804.75,1637.62,4167.2,5000,700,0,0,0,1444.78,0,888.8709677,0,124.722,0,253.65,0,75.08,0,0,0,10579,985713,6538,466451,19435,1878,13277,9709.68,0,0,0
2021-12-22,83684.53,24631.07,9989.87,1184.06,2473.54,1400.66,700,12500,0,0,1444.78,0,888.8709677,0,124.19,0,249.82,0,115.78,0,0,0,35346,653832,5301,177080,21338,2418,15131,9709.68,0,0,0
2021-12-23,69408.56,25108.48,8296.91,933.24,2466.61,1400,700,0,0,0,1444.78,0,888.8709677,0,96.29,0,252.99,0,122.31,0,0,0,10058,991842,6948,463020,16134,1635,11674,9709.68,0,0,0
2021-12-24,62383.09,25524.99,6808.45,566.97,2465.17,1400,700,0,0,0,1444.78,0,888.8709677,0,45.511,0,250.2,0,88.07,0,0,0,4907,0,0,0,12991,1165,8360,9709.68,0,0,0
2021-12-25,83892.84,26056.78,7983.89,798.18,2443.05,1400,700,0,0,0,1444.78,0,888.8709677,0,80.842,0,246.59,0,53.81,0,0,0,4536,0,0,0,14142,762,8324,9709.68,0,0,0
2021-12-26,187167.14,30035.23,8386.01,837.1,2474.73,1400,700,0,0,0,1444.78,0,888.8709677,0,189.961,0,252.45,0,191.25,0,1.5,0,9553,1101655,22854,439589,20592,2254,17049,9709.68,0,0,0
2021-12-27,222191.64,27637.73,8840.11,1014.19,2517.55,1400,700,0,0,0,1444.78,0,888.8709677,0,431.007,0,251.8,0,247.57,0,1.5,0,747700,178,48,362,29118,3287,23450,9709.68,0,0,0
2021-12-28,115918.41,24268.84,7468.18,868.94,2552.35,1499.58,700,0,0,0,1444.78,0,888.8709677,0,488.089,0,251.51,0,265.33,0,1.5,0,11123,0,0,0,24906,2875,20937,9709.68,0,0,0
2021-12-29,107659.19,24123.81,7572.16,793.6,2555.02,2000,700,0,0,0,1444.78,0,888.8709677,0,131.817,0,247.12,0,244.67,0,1.5,0,9087,1089936,9952,487927,21735,2839,17317,9709.68,0,0,0
2021-12-30,110155.06,24763.34,7703.05,792.22,2558.29,1400,700,0,0,0,1444.78,0,888.8709677,0,102.665,0,246.1,0,266.25,0,1.5,0,32142,0,0,0,21569,2661,15796,9709.68,0,0,0
2021-12-31,126389.67,25575.66,7809.09,635.82,2546.5,1400,700,0,0,0,1444.78,0,888.8709677,0,112.053,0,252.86,0,246.96,0,1.5,0,8722,979803,17657,462366,22891,2703,18228,9709.68,0,0,0
2022-01-01,110229.93,24539.98,9048.63,725.22,2537.96,1400,700,0,0,0,1425.54,0,616.3548387,0,110.319,0,248.16,0,348.52,0,1.5,0,5510,1091463,14419,441907,23291,1496,15693,5322.58,0,0,0
2022-01-02,144004.5,21123.94,8891.9,674.15,2600,1400,700,0,0,0,1425.55,0,616.3548387,0,98.759,0,252.19,0,337.62,0,1.5,0,27325,0,0,0,23778,3006,18594,5322.58,0,0,0
2022-01-03,52391.35,16879.55,6632.93,696.14,2600,1411.18,539.97,0,0,0,1425.55,0,616.3548387,0,48.097,0,243.52,0,244.37,0,0,0,8840,323,272,975,22988,3108,18824,5322.58,0,0,0
2022-01-04,57695.5,18923.18,6262.45,691.52,2548.62,1424.99,0,0,0,0,1425.55,0,616.3548387,0,39.756,0,252.29,0,152.33,0,0,0,7786,888583,6353,482936,18965,2123,13956,5322.58,0,0,0
2022-01-05,59823.9,21286.29,7397.35,705.58,2521.65,1424.97,0,6000,0,0,1425.55,0,616.3548387,0,53.12,0,251.73,0,145.35,0,0,0,50063,2108,106,2036,17386,2345,14208,5322.58,0,0,0
2022-01-06,169957.23,22959.48,7510.24,699.45,2518.25,1424.98,700,0,0,0,0,0,616.3548387,0,32.24,0,244.02,0,152.44,0,0,0,5927,144,69,351,14246,1218,10369,5322.58,0,0,0
2022-01-07,93091.56,24059.61,7309.09,659.07,2504.94,1500,700,0,0,0,0,0,616.3548387,0,22.474,0,249.34,0,99,0,0,0,7094,176,64,289,21441,1871,15630,5322.58,0,0,0
2022-01-08,77949.41,24754.05,8531.9,526.9,2511.37,1499.8,700,0,0,0,0,0,616.3548387,0,69.592,0,256.91,0,93.82,0,0,0,43772,682166,5187,169816,11943,1404,9253,5322.58,0,0,0
2022-01-09,69563.42,23467.36,7724.88,630.33,2531.11,1499.6,700,0,0,0,0,0,616.3548387,0,80.602,0,252.06,0,138.16,0,0,0,6296,0,0,0,12379,1161,9398,5322.58,0,0,0
2022-01-10,203007.45,25343.95,7571.05,763.82,2259.11,1484.39,700,2500,0,0,0,0,616.3548387,0,45.559,0,252.52,0,74.8,0,0,0,737084,2107,232,2215,14417,1339,10945,5322.58,0,1,0
2022-01-11,105343.5,26755.04,7364.67,725.87,2002.72,1499.72,700,6500,2500,0,0,0,616.3548387,0,49.423,0,245.39,0,98.44,0,0,0,13563,0,0,0,18676,2370,15120,5322.58,0,2,0
2022-01-12,138045.37,28057.35,7250.37,700.27,2017.22,1499.78,1050,3000,0,0,0,0,616.3548387,0,30.63,0,241.4,0,102.24,0,0,0,10609,1101642,15189,520672,15851,2398,14458,5322.58,0,3,0
2022-01-13,113858.24,30168.53,6883.57,638.65,2027.27,1499.06,1050,1100,0,0,0,0,616.3548387,0,47.766,0,245.26,0,64.76,0,0,0,10158,0,0,0,17575,2515,15082,5322.58,0,4,0
2022-01-14,247035.98,36475.67,7557.15,594.62,2045.52,1498.24,1046.36,4800,0,0,0,0,616.3548387,0,273.16,0,251.74,0,51.48,0,2,0,9660,1087712,19878,535401,17466,925,11901,5322.58,0,5,0
